,Phase,Formula,SG,Entry,Property,Units,Value
35145,80063,Li2.268Mg0.732Si,186,P20071898-6,energy gap,eV,4.7
35146,80068,Sr2Mg0.5Mn0.5[Ge2O7],113,P20071903-6,energy gap,eV,4.9
35147,80070,Tl0.5In0.5Sn0.5S2,194,P20071904-6,energy gap,eV,4.6
35148,80071,Sm2TaGaO7,15,P20071905-6,energy gap,eV,3.9
35149,80072,Mg[BH4][NH2],80,P20071906-6,energy gap,eV,4.2
35150,80073,Ba3Ti2RuO9,186,P20071907-6,energy gap,eV,4.3
35151,80074,Li2[BH4][NH2BH3],61,P20071908-6,energy gap,eV,5.2
35152,80075,Dy4C7,14,P20071909-6,energy gap,eV,3.8
35153,80076,Gd3Fe0.04In0.96,221,P20071911-6,energy gap,eV,4.0
35154,80078,Tb3Fe0.04In0.96,221,P20071912-6,energy gap,eV,3.8
35155,80082,YPd3P0.15,221,P20071916-6,energy gap,eV,3.4
35156,80086,Cu2Gd2Ga0.25In0.75,127,P20071921-6,energy gap,eV,3.9
35157,80092,Ta5Ga0.72Sn2.28,140,P20071925-6,energy gap,eV,4.1
35158,80097,Cu0.08LaSi1.92,141,P20071927-6,energy gap,eV,4.5
35159,80102,Mo1.9C0.1S2.8,11,P20071930-6,energy gap,eV,4.5
35160,80104,Zn0.8Dy0.133O,186,P20071934-6,energy gap,eV,4.5
35161,80105,Sr0.33La0.67V0.15Mn0.85O3,167,P20071935-6,energy gap,eV,3.6
35162,80107,Ba2SrUO6,14,P20071938-6,energy gap,eV,3.2
35163,80108,Ba2ZrTiO6,148,P20071937-6,energy gap,eV,5.6
35164,80109,Ba2Sr0.67U1.33O6,225,P20071940-6,energy gap,eV,4.1
35165,80110,Ba2SrUO6,148,P20071939-6,energy gap,eV,4.1
35166,80111,H0.2RbMg0.9P3O9[H2O],155,P20071941-6,energy gap,eV,3.2
35167,80117,YbMn2.21Fe0.28Al9.51,139,P20071947-6,energy gap,eV,3.2
35168,80118,YbMn2.05Fe0.27Al9.68,129,P20071948-6,energy gap,eV,3.4
35169,80121,YbMn1.95Ru0.2Al9.85,129,P20071951-6,energy gap,eV,3.1
35170,80133,Rb3MoO3F3,80,P20071963-5,energy gap,eV,6.2
35171,80136,NaSi6,63,P20071965-6,energy gap,eV,3.3
35172,80137,Zr2[C2O4]2[OH]4[H2O],87,P20071968-6,energy gap,eV,4.9
35173,80138,AuEuIn4,63,P20071966-6,energy gap,eV,2.9
35174,80139,Au2EuIn4,62,P20071967-6,energy gap,eV,3.4
35175,80140,Zr[C2O4][OH]2,87,P20071969-6,energy gap,eV,4.8
35176,80141,FeBi4S7,12,P20071971-6,energy gap,eV,4.7
35177,80142,MnBi4S7,12,P20071970-6,energy gap,eV,4.7
35178,80143,NaBa4Al2B8Br3O18,102,P20071972-6,energy gap,eV,5.5
35179,80144,[CN3H5],61,P20071974-6,energy gap,eV,5.0
35180,80145,NaBa4B10ClO18F2,14,P20071973-6,energy gap,eV,5.0
35181,80146,Sr0.67La1.33Fe0.67Co1.33O6,71,P20071975-6,energy gap,eV,4.5
35182,80147,SiO2,8,P20071977-6,energy gap,eV,4.8
35183,80149,SiO2,2,P20071976-6,energy gap,eV,5.4
35184,80150,NaFe0.5Co0.5O2,166,P20071978-6,energy gap,eV,4.0
35185,80151,HK2TiF7,11,P20071980-6,energy gap,eV,6.7
35186,80154,LiPb2B5O10,11,P20071984-6,energy gap,eV,5.1
35187,80155,HNa3[SeO4]0.22[SO4]1.78,14,P20071983-6,energy gap,eV,4.3
35188,80156,YCo[CN]6[H2O]4,63,P20071985-6,energy gap,eV,4.3
35189,80157,Rb1.7K0.3Te[SeO4]0.12[SO4]0.88[OH]6,5,P20071986-6,energy gap,eV,4.9
35190,80158,K2Bi[IO3]4Cl,14,P20071989-6,energy gap,eV,5.1
35191,80159,H2NaLa[PO4]2,14,P20071988-6,energy gap,eV,5.4
35192,80160,K5[NH4]Mo6Te2O24[OH]6[H2O]6,15,P20071987-6,energy gap,eV,3.6
35193,80161,KPbB5O9,14,P20071990-6,energy gap,eV,4.6
35194,80162,Ba3Sb2S7,15,P20071992-6,energy gap,eV,4.7
35195,80163,NaSb2F7[H2O],14,P20071991-6,energy gap,eV,5.2
35196,80163,NaSb2[OH]F6[H2O],14,P20077450-6,energy gap,eV,5.8
35197,80164,K15[NH4]CeW34[PO4]4O106[H2O]49,2,P20071993-6,energy gap,eV,4.0
35198,80165,Mg3CuH0.6,216,P20071994-6,energy gap,eV,4.5
35199,80167,In0.25Sn0.5Sb0.25O2,136,P20071997-6,energy gap,eV,5.2
35200,80168,Fe0.34Sn0.33Sb0.33O2,136,P20071998-6,energy gap,eV,5.0
35201,80175,SrMg0.25Ir0.75O3,62,P20072004-6,energy gap,eV,3.8
35202,80179,Ca[C5N4O3H3]2[H2O]6,14,P20072007-6,energy gap,eV,4.8
35203,80182,SrMg6Si3.5,176,P20072012-6,energy gap,eV,3.9
35204,80184,B,205,P20072013-6,energy gap,eV,3.0
35205,80185,Li7Nd3Zr2O12,142,P20072015-6,energy gap,eV,5.2
35206,80186,Na2Mn[P2O7],1,P20072014-6,energy gap,eV,4.8
35207,80187,Li5.5Nd3Zr2Al0.5O12,230,P20072016-6,energy gap,eV,4.9
35208,80188,Y0.8Tb0.2Mn6Sn6,191,P20072019-6,energy gap,eV,4.0
35209,80189,K2Co[C2O4]2[H2O]6,14,P20072018-6,energy gap,eV,4.1
35210,80191,Zn3[C2N5H4]4F2,126,P20072021-6,energy gap,eV,4.8
35211,80194,Mg1.748Fe0.165Si1.007O3.94[H2O]0.06,74,P20072025-6,energy gap,eV,4.4
35212,80196,PbO2,62,P20072027-6,energy gap,eV,5.2
35213,80197,Ca[SeO4],64,P20072028-6,energy gap,eV,5.2
35214,80198,Na2Y3[TeO3]4Cl3,15,P20072029-6,energy gap,eV,4.9
35215,80202,Pr0.6Gd0.4Co4Si,191,P20072033-6,energy gap,eV,3.8
35216,80206,BaPrFe2O5.7,47,P20072037-6,energy gap,eV,3.8
35217,80207,Cu0.4Ce2Co0.6Si3,191,P20072039-6,energy gap,eV,4.3
35218,80208,Cu0.3CeCo0.2Si1.5,191,P20072038-6,energy gap,eV,4.3
35219,80213,TiFe1.85Sn0.15,194,P20072044-6,energy gap,eV,3.6
35220,80215,Ti0.4Fe0.6Sn2,180,P20072045-6,energy gap,eV,2.6
35221,80216,SrHg2In2,139,P20072048-6,energy gap,eV,3.3
35222,80219,SrHg1.8In1.2,12,P20072050-6,energy gap,eV,3.0
35223,80220,Yb13B6O28.5,12,P20072051-6,energy gap,eV,3.5
35224,80222,Sr3Hg0.68In10.32,71,P20072049-6,energy gap,eV,2.1
35225,80224,BaCe0.7Gd0.2In0.1O2.85,221,P20072053-6,energy gap,eV,3.7
35226,80225,AgTbSn2,221,P20072056-6,energy gap,eV,3.2
35227,80226,AgErSn2,221,P20072057-6,energy gap,eV,2.7
35228,80227,LiAgCuSn,225,P20072060-6,energy gap,eV,4.4
35229,80228,AgYSn2,221,P20072058-6,energy gap,eV,3.6
35230,80231,Ce0.9Ni0.1O1.9,225,P20072063-6,energy gap,eV,2.8
35231,80233,KLiMg0.43Cu6.57Si8O22[OH]4,60,P20072065-6,energy gap,eV,4.7
35232,80234,K0.5Er0.5F2,225,P20003491-6,energy gap,eV,4.0
35233,80235,Ce0.9Co0.1O1.9,225,P20072062-6,energy gap,eV,2.5
35234,80238,HCo[O2C4O2]2[NH3]6[H2O]2,14,P20072068-6,energy gap,eV,4.2
35235,80239,Co2[O2C4O2]3[NH3]12[H2O]3,2,P20072069-6,energy gap,eV,4.4
35236,80254,Li3Bi,194,P20072081-6,energy gap,eV,4.2
35237,80261,Bi8.18Te0.82S1.82[SO4]2O8[OH]6,190,P20072090-6,energy gap,eV,5.3
35238,80264,Mg2Sn0.600Sb0.025Si0.375,225,P20072095-6,energy gap,eV,5.1
35239,80265,SrBe2[PO4]2,14,P20072097-6,energy gap,eV,4.8
35240,80266,Mg0.38Zn0.52Mn0.16Al1.94O4,227,P20072098-6,energy gap,eV,4.0
35241,80267,Mg2Sn0.6Bi0.04Si0.4,225,P20072099-6,energy gap,eV,4.2
35242,80268,[UO2]Pb2[CO3]2[OH]2,59,P20072101-6,energy gap,eV,4.1
35243,80269,CaTi1.92Al10.08O19,194,P20072102-6,energy gap,eV,4.4
35244,80270,CaMg0.97Ti1.18Al9.85O19,194,P20072103-6,energy gap,eV,3.8
35245,80274,H0.12Ca9.44Fe[PO4]7,161,P20072106-6,energy gap,eV,3.8
35246,80292,RuSbAs,58,P20072110-6,energy gap,eV,3.7
35247,80300,Sr0.97Lu0.03TiO3,221,P20072118-6,energy gap,eV,3.7
35248,80303,Sr2Zn0.7Co0.3[Si2O7],113,P20072121-6,energy gap,eV,4.6
35249,80305,Ca2Co0.2Al1.8SiO7,113,P20072122-6,energy gap,eV,4.2
35250,80306,Ba2Ti0.8Co0.2[Si2O7]O,100,P20072124-6,energy gap,eV,4.5
35251,80307,Cu0.04Nb0.12Fe2.94Si0.54B0.36,225,P20072125-6,energy gap,eV,2.9
35252,80309,Cd0.92Co0.08S,216,P20072127-6,energy gap,eV,4.2
35253,80310,MnPt[OH]6,201,P20072129-6,energy gap,eV,4.5
35254,80311,ZnPt[OH]6,163,P20072130-6,energy gap,eV,4.4
35255,80312,MnIr[OH]6,201,P20072133-6,energy gap,eV,4.2
35256,80313,CdPt[OH]6,134,P20072131-6,energy gap,eV,4.9
35257,80314,CaPt[OH]6,163,P20072132-6,energy gap,eV,3.4
35258,80315,CaIr[OH]6,163,P20072134-6,energy gap,eV,4.7
35259,80316,BaPtO3,194,P20002603-6,energy gap,eV,4.6
35260,80320,Sr2PtO4,55,P20072135-6,energy gap,eV,4.4
35261,80321,La0.3Ce0.7RhxO1.737,225,P20072136-6,energy gap,eV,3.2
35262,80323,Cr2Fe2O5,55,P20072139-6,energy gap,eV,4.1
35263,80324,Cr2FeO4,62,P20072138-6,energy gap,eV,4.2
35264,80325,CuV0.3Cr1.7S4,227,P20072140-6,energy gap,eV,3.2
35265,80326,BaMn0.2In0.8O2.7,140,P20072407-6,energy gap,eV,3.5
35266,80330,Au2EuSn2,129,P20072144-6,energy gap,eV,2.9
35267,80332,Ag5.4Eu3Sn5.6,71,P20072145-6,energy gap,eV,4.0
35268,80333,Ti0.38V0.30Cr0.14Mn0.18D1.83,225,P20072149-6,energy gap,eV,4.4
35269,80336,BaY0.05Ti0.9Sb0.05O3,123,P20072151-6,energy gap,eV,4.4
35270,80338,Cu0.04Cd0.01Mn0.541Fe0.319Pb0.07Bi1.975Sb0.018Te0.007Se0.012S4.008,12,P20072153-6,energy gap,eV,4.6
35271,80342,SrAuZn,62,P20072159-6,energy gap,eV,3.7
35272,80343,SrAu2.19Sn1.81,129,P20072157-6,energy gap,eV,3.6
35273,80345,La3Ir2,148,P20072156-6,energy gap,eV,3.8
35274,80346,CaAuZn,62,P20072158-6,energy gap,eV,3.4
35275,80347,SrZnPt,62,P20072163-6,energy gap,eV,3.6
35276,80349,SrZnPd,62,P20072162-6,energy gap,eV,3.2
35277,80350,Th[MoO4]2[H2O]3,14,P20072164-6,energy gap,eV,4.8
35278,80353,Hg6[AsO4]2O2,14,P20072168-6,energy gap,eV,4.3
35279,80354,H2Hg3[AsO4]2,15,P20072167-6,energy gap,eV,5.0
35280,80355,SrPb[GeO4],19,P20072169-6,energy gap,eV,5.1
35281,80356,Mg0.93Cr0.14Si0.93O3,62,P20072171-6,energy gap,eV,3.5
35282,80357,Pb7Si6O19,176,P20072170-6,energy gap,eV,5.1
35283,80358,ZnMn3O7,148,P20072174-6,energy gap,eV,5.1
35284,80360,ZnMn3O7[H2O]3,148,P20072173-6,energy gap,eV,4.0
35285,80364,Mn1.70Fe1.30[PO4]2[H2O]3,60,P20072177-6,energy gap,eV,4.6
35286,80366,Ag0.9Cu0.1TlZn0.1Hg1.9Sb0.4As1.6S6,121,P20072180-6,energy gap,eV,4.7
35287,80368,Ca[SeO3][H2O],14,P20072182-6,energy gap,eV,4.7
35288,80369,HKSi2O5,12,P20072183-6,energy gap,eV,5.1
35289,80370,H2Cu4Mn[AsO4]4[H2O]10,2,P20072184-6,energy gap,eV,4.6
35290,80372,Fe2[AsO4][SO4][OH][H2O]5,14,P20072189-6,energy gap,eV,5.3
35291,80373,NaNb2O5[OH][H2O]3,14,P20072188-6,energy gap,eV,5.5
35292,80375,SrCa4Cr8[CO3]8[SO4][OH]16[H2O]25,62,P20072186-6,energy gap,eV,4.1
35293,80377,NaMg2.90Cr2.18Al3.92Si6[BO3]3O18.1[OH]3.9,160,P20072191-6,energy gap,eV,5.1
35294,80378,Sr1.4Ca0.6Mn0.15Fe0.15Al0.7[AsO4]2[OH],11,P20072192-6,energy gap,eV,3.7
35295,80381,Sb31.5[SO4]5O41.5[OH]1.5[H2O]3.5,2,P20072196-6,energy gap,eV,5.4
35296,80382,HNa7[UO2][SO4]5[H2O]3,2,P20072195-6,energy gap,eV,4.8
35297,80383,Al3[PO4]2[OH]2.6F0.4[H2O]5,62,P20072198-6,energy gap,eV,4.0
35298,80384,KNa2[NH4]3Fe2[SO4]3Cl5,9,P20072197-6,energy gap,eV,4.3
35299,80389,FeAl2[PO4]2[OH]2[H2O]8,2,P20072202-6,energy gap,eV,3.8
35300,80392,Nb6Mn4O19[H2O]14,12,P20072205-6,energy gap,eV,5.0
35301,80394,H8Fe9.5Sb3[AsO4]9O8[H2O]60,176,P20072207-6,energy gap,eV,5.1
35302,80408,K4.36Na0.08Ca0.04Al4.52Si5.48O20[H2O]4.4,122,P20072222-6,energy gap,eV,4.4
35303,80409,BaMg[CO3]2,15,P20072225-6,energy gap,eV,3.8
35304,80410,NaNbO3,62,P20072226-6,energy gap,eV,3.7
35305,80413,CaBe2[PO4]2,14,P20072229-6,energy gap,eV,4.7
35306,80414,BaBe2P2O8,191,P20072231-6,energy gap,eV,4.7
35307,80415,Be2Pb[PO4]2,14,P20072230-6,energy gap,eV,4.8
35308,80416,Ba2CaSi4B2O14,121,P20072232-6,energy gap,eV,4.7
35309,80421,Mg0.9Fe0.1SiO3,62,P20072237-6,energy gap,eV,4.1
35310,80423,AlO[OH],58,P20072240-6,energy gap,eV,4.4
35311,80425,NaMn2Si3BO9[OH]2,2,P20072241-6,energy gap,eV,4.9
35312,80426,NaCaV5O14[H2O]12,2,P20072242-6,energy gap,eV,5.1
35313,80431,[NH4]Fe[SO4]2,173,P20072248-6,energy gap,eV,5.2
35314,80432,Fe7[SiO4]4,14,P20072253-6,energy gap,eV,3.8
35315,80433,Fe1.60[SiO4],14,P20072251-6,energy gap,eV,4.4
35316,80434,Fe5[SiO4]3,62,P20072252-6,energy gap,eV,5.3
35317,80443,Mg0.8Cu0.2Cr2O4,70,P20072260-6,energy gap,eV,3.7
35318,80447,Sm4Fe2As2Te0.92O4,139,P20072264-6,energy gap,eV,5.5
35319,80448,Gd4Fe2As2Te0.9O4,139,P20072265-6,energy gap,eV,5.5
35320,80450,CuLa0.6Nd0.4O3,167,P20072268-6,energy gap,eV,4.3
35321,80451,Gd4Fe2As2Te0.92O3.2F0.8,139,P20072267-6,energy gap,eV,5.3
35322,80453,BaNdInO4,14,P20072269-6,energy gap,eV,4.2
35323,80456,SrMn2[VO4]2,110,P20072272-6,energy gap,eV,4.4
35324,80457,NpCoGe,62,P20072275-6,energy gap,eV,3.8
35325,80460,Li2Ni[SO4]2,61,P20072276-6,energy gap,eV,4.4
35326,80461,Cu2[SeO3]O,198,P20072278-6,energy gap,eV,4.6
35327,80463,CeRe0.06Os1.94Al10,63,P20072279-6,energy gap,eV,3.7
35328,80466,Nd2RhIn8,123,P20072283-6,energy gap,eV,3.6
35329,80467,Er2RhIn8,123,P20072285-6,energy gap,eV,3.2
35330,80470,Na1.85Li0.15IrO3,12,P20072287-6,energy gap,eV,3.7
35331,80472,C4N2F4,33,P20072291-6,energy gap,eV,5.5
35332,80473,Ca3Ir4Ge4,217,P20072290-6,energy gap,eV,3.5
35333,80475,C3N3F3,60,P20072292-6,energy gap,eV,5.4
35334,80477,La0.5Tb1.5MnCoO6,14,P20072294-6,energy gap,eV,3.6
35335,80478,Sr0.4La0.6Mn0.8Sb0.2O3,62,P20072295-6,energy gap,eV,4.1
35336,80479,Sr0.3La0.7Mn0.8Ge0.1Sb0.1O3,62,P20072297-6,energy gap,eV,3.8
35337,80480,Sr0.4La0.6Mn0.8Sb0.2O3,167,P20072296-6,energy gap,eV,3.2
35338,80484,TlFe1.75Se1.3S0.7,87,P20072301-6,energy gap,eV,4.1
35339,80485,PrNiAsO,129,P20072302-6,energy gap,eV,3.5
35340,80487,Li2Ti0.25Mn0.75O3,12,P20072304-6,energy gap,eV,4.4
35341,80487,Li1.26Ti0.08Mn0.67O2,12,P20119074-6,energy gap,eV,4.1
35342,80489,K0.4Ba0.6Fe2Se3,62,P20072306-6,energy gap,eV,3.3
35343,80491,Ag2Se,63,P20072309-6,energy gap,eV,4.1
35344,80492,Ag2Se,62,P20072308-6,energy gap,eV,3.9
35345,80494,NaCaCo2F7,227,P20072310-6,energy gap,eV,5.2
35346,80495,CaCo2As2,139,P20072312-6,energy gap,eV,3.4
35347,80496,Sc0.5Fe0.5BiO3,46,P20072311-6,energy gap,eV,4.9
35348,80498,K1.075Ge17,227,P20072313-6,energy gap,eV,3.9
35349,80499,K0.53Fe2Se2,69,P20072314-6,energy gap,eV,4.7
35350,80500,KGdS2,166,P20072316-6,energy gap,eV,4.8
35351,80502,RbYS2,166,P20072317-6,energy gap,eV,4.8
35352,80504,RbLi2[BH4]3,180,P20072321-6,energy gap,eV,5.1
35353,80505,RbLi[BH4]2,12,P20072319-6,energy gap,eV,4.8
35354,80506,CsLi2[BH4]3,180,P20072323-6,energy gap,eV,4.5
35355,80507,RbLi[BH4]2,36,P20072320-6,energy gap,eV,4.7
35356,80508,CsLi[BH4]2,36,P20072322-6,energy gap,eV,5.4
35357,80509,CsLi2[BH4]3,9,P20072324-6,energy gap,eV,4.6
35358,80510,Cs2Li[BH4]3,15,P20072325-6,energy gap,eV,4.8
35359,80511,CsLi3[BH4]4,14,P20072328-6,energy gap,eV,4.6
35360,80512,Na4[SeO4]2[H2O]15,15,P20072331-6,energy gap,eV,4.7
35361,80513,LiSr4La3[BO3]6,148,P20072336-6,energy gap,eV,4.0
35362,80515,Li0.2LaCo4.6Al0.2,191,P20072339-6,energy gap,eV,4.0
35363,80516,Li0.2LaCo4.6Ge0.2,191,P20072341-6,energy gap,eV,3.5
35364,80517,Li0.1LaNi4.8Al0.1,191,P20072342-6,energy gap,eV,3.7
35365,80518,Li0.2LaNi4.6Ge0.2,191,P20072343-6,energy gap,eV,3.5
35366,80520,Er0.1Re0.067Bi0.833O1.633,225,P20072344-6,energy gap,eV,4.8
35367,80522,Ba0.22Sr0.11La0.67FeO3,62,P20072346-6,energy gap,eV,3.1
35368,80523,KBa[AsO4],62,P20072347-6,energy gap,eV,4.4
35369,80524,Li0.5Fe1.5SeO,129,P20072350-6,energy gap,eV,3.1
35370,80525,Mg1.3Mn0.2Fe0.5[PO4][OH]0.3F0.7,15,P20072351-6,energy gap,eV,3.9
35371,80527,Mg2[PO4]F,14,P20072354-6,energy gap,eV,4.7
35372,80529,Li1.8Mn[SiO4]0.8[PO4]0.2,31,P20072356-6,energy gap,eV,3.4
35373,80532,Y5Ir2Pb,140,P20072366-6,energy gap,eV,3.6
35374,80542,CuGdTe2,12,P20072381-6,energy gap,eV,4.8
35375,80543,CuErTe2,12,P20072383-6,energy gap,eV,4.3
35376,80546,DyAl0.85Ga2.15,166,P20072394-6,energy gap,eV,3.3
35377,80547,Cu6WSnS8,216,P20072397-6,energy gap,eV,4.4
35378,80548,Ba0.23Ca0.1La0.52Y0.15MnO3,167,P20072398-6,energy gap,eV,3.0
35379,80549,La0.57Dy0.10MnPb0.33O3,167,P20072399-6,energy gap,eV,3.4
35380,80550,Ca2TiMnO6,87,P20072400-6,energy gap,eV,4.4
35381,80552,BaCr2[P2O7]2,2,P20072405-6,energy gap,eV,4.7
35382,80554,SrCa0.6La1.2Ce1.2Zr0.5Ti3.3Mn0.2Fe[Si2O7]2O8,12,P20072409-6,energy gap,eV,4.8
35383,80555,H3Cu6[IO6]Cl[OH]7,146,P20072411-6,energy gap,eV,5.0
35384,80557,BaCu0.7SmCo1.3O6,123,P20072414-6,energy gap,eV,4.3
35385,80559,Sr6Nb4SnO18,166,P20072418-6,energy gap,eV,4.5
35386,80560,[NH4]2[CO3][H2O],62,P20072421-6,energy gap,eV,4.5
35387,80561,Ca0.2La0.6Tb0.2CoO3,62,P20072424-6,energy gap,eV,3.4
35388,80563,YbPt2In,225,P20072429-6,energy gap,eV,2.4
35389,80566,CaAuBi,216,P20072433-4,energy gap,eV,4.2
35390,80569,Eu0.1Ti0.95Pb0.95O3,99,P20072438-6,energy gap,eV,4.4
35391,80571,Cu4[AsO4]2O,62,P20072442-6,energy gap,eV,4.2
35392,80576,Tb117Fe52Ge112,225,P20072454-6,energy gap,eV,2.8
35393,80577,Au3GdGa7,167,P20072461-6,energy gap,eV,3.6
35394,80578,Au3DyGa7,167,P20072463-6,energy gap,eV,3.8
35395,80579,Au3ErGa7,167,P20072465-6,energy gap,eV,3.7
35396,80583,Au34.4Tm14Ga16.6,175,P20072474-6,energy gap,eV,3.9
35397,80586,Au1.18ErGa1.82,63,P20072479-6,energy gap,eV,3.8
35398,80598,Li0.8Cu3.2Tb3Sn4,71,P20072500-6,energy gap,eV,3.4
35399,80599,CuLaAl0.5In0.5,189,P20072503-6,energy gap,eV,3.9
35400,80601,KNaCaSi4O10[H2O],2,P20072507-6,energy gap,eV,4.3
35401,80604,Sr1.5Pr0.5In0.5Sn0.5O4,61,P20072512-6,energy gap,eV,4.1
35402,80607,Dy2Hf3Si4,92,P20072519-6,energy gap,eV,3.8
35403,80608,Ho2Zr3Si4,92,P20072520-6,energy gap,eV,3.8
35404,80610,Lu2Ti3Si4,92,P20072527-6,energy gap,eV,3.8
35405,80611,Lu2Zr3Si4,92,P20072528-6,energy gap,eV,3.4
35406,80620,[OCO],58,P20072540-5,energy gap,eV,5.4
35407,80621,LaFeO3,74,P20072542-6,energy gap,eV,3.9
35408,80624,Ag0.6SmSn2.4,221,P20072545-6,energy gap,eV,3.5
35409,80630,[NH4]3TiF7,205,P20072551-6,energy gap,eV,5.6
35410,80631,Cs2Li3[BH4]5,70,P20072326-6,energy gap,eV,5.0
35411,80632,Cs3Li2[BH4]5,14,P20072327-6,energy gap,eV,4.5
35412,80635,Na2[SO4][H2O]7,141,P20072332-6,energy gap,eV,4.1
35413,80637,K2Ba[CrO4]2,166,P20072334-6,energy gap,eV,3.6
35414,80638,NaSr4La3[BO3]6,148,P20072335-6,energy gap,eV,4.7
35415,80639,LaCo4.6Ge0.4,191,P20072340-6,energy gap,eV,3.8
35416,80641,La3Fe0.61SnSe7,173,P20072349-6,energy gap,eV,4.2
35417,80644,Bi2[SO4]3,15,P20072360-6,energy gap,eV,5.4
35418,80646,Tl2[VO][SO4]2[H2O],4,P20072362-6,energy gap,eV,5.1
35419,80647,TlBi[SO4]2,2,P20072363-6,energy gap,eV,5.2
35420,80655,CuDyTe2,12,P20072382-6,energy gap,eV,3.4
35421,80656,MgLaPbSbO6,14,P20072384-6,energy gap,eV,4.6
35422,80664,Ce[AsO3],14,P20072395-6,energy gap,eV,4.7
35423,80665,Ce[AsO3],11,P20072396-6,energy gap,eV,4.7
35424,80666,La0.5Nd0.5FeO3,62,P20072401-6,energy gap,eV,4.3
35425,80669,NaLu[P2O7],14,P20072406-6,energy gap,eV,4.0
35426,80670,Bi12.67[SO4]5O14,3,P20072410-6,energy gap,eV,5.3
35427,80672,KBa5Nb5O18,166,P20072417-6,energy gap,eV,2.9
35428,80673,SiP2,62,P20072419-6,energy gap,eV,4.6
35429,80674,Mn33Si28O70[OH]38,8,P20072422-6,energy gap,eV,4.9
35430,80676,FeBO2[OH],14,P20072425-6,energy gap,eV,4.2
35431,80677,YbPt2Sn,194,P20072427-6,energy gap,eV,3.4
35432,80678,LuPt2Sn,194,P20072428-6,energy gap,eV,3.5
35433,80679,LuPt2In,225,P20072430-6,energy gap,eV,2.7
35434,80680,Nd0.09Mn0.09Fe0.91Bi0.91O3,161,P20072434-6,energy gap,eV,4.2
35435,80682,Cu2AlSb0.33[SO4]0.33[OH]8[H2O]0.67,1,P20072440-6,energy gap,eV,5.1
35436,80683,Cu4[AsO4]2O,2,P20072441-6,energy gap,eV,4.6
35437,80684,Li0.55Mn0.5Co0.5O2,166,P20072444-6,energy gap,eV,4.0
35438,80686,Sm0.77Zr0.09Mo0.14O1.76,225,P20072447-6,energy gap,eV,2.4
35439,80687,Ca[UO2]2[SO4]O2[H2O]4,2,P20072449-6,energy gap,eV,5.0
35440,80691,Ce10W22O81,62,P20072458-6,energy gap,eV,4.3
35441,80692,H7K9[SO4]8[H2O],14,P20072459-5,energy gap,eV,3.7
35442,80694,Au3TbGa7,167,P20072462-6,energy gap,eV,3.8
35443,80695,Au3HoGa7,167,P20072464-6,energy gap,eV,3.7
35444,80696,Au3TmGa7,167,P20072466-6,energy gap,eV,3.7
35445,80699,Au3.41ErGa2.59,204,P20072471-6,energy gap,eV,2.8
35446,80702,Au1.38HoGa1.62,63,P20072478-6,energy gap,eV,3.9
35447,80703,Au1.27TmGa1.73,63,P20072480-6,energy gap,eV,3.6
35448,80706,Yb2Pt6Al15,63,P20072489-6,energy gap,eV,2.9
35449,80711,Cu2LaAl0.05In0.95,225,P20072501-6,energy gap,eV,3.1
35450,80712,Cu4LaAl0.5In0.5,191,P20072502-6,energy gap,eV,3.7
35451,80713,Cu2YAl0.55In0.45,225,P20072504-6,energy gap,eV,3.4
35452,80715,Li2AgGa,216,P20072509-6,energy gap,eV,4.1
35453,80716,Sr1.5La0.5In0.5Sn0.5O4,61,P20072511-6,energy gap,eV,4.3
35454,80717,Sr1.5Nd0.5In0.5Sn0.5O4,61,P20072513-6,energy gap,eV,3.8
35455,80720,Dy2Zr3Si4,92,P20072518-6,energy gap,eV,3.9
35456,80721,Er2Ti3Si4,92,P20072522-6,energy gap,eV,3.5
35457,80722,Er2Zr3Si4,92,P20072523-6,energy gap,eV,3.7
35458,80724,Tm2Zr3Si4,92,P20072525-6,energy gap,eV,3.3
35459,80725,Tm2Hf3Si4,92,P20072526-6,energy gap,eV,3.3
35460,80731,Er0.2Cr1.8[MoO4]3,60,P20072563-5,energy gap,eV,4.2
35461,80733,NaEuTi2Ta2WPbO15,38,P20072568-5,energy gap,eV,4.9
35462,80736,Sr1.5La0.5Mn0.5Fe0.5O4,139,P20072572-5,energy gap,eV,5.0
35463,80737,Sr1.5Nd0.5Mn0.5Fe0.5O4,139,P20072573-6,energy gap,eV,4.7
35464,80739,Nd0.09Tm0.91NiO3,14,P20072577-6,energy gap,eV,5.0
35465,80740,Y0.4Tm0.6NiO3,14,P20072579-6,energy gap,eV,3.2
35466,80741,Y0.56Yb0.44NiO3,14,P20072580-6,energy gap,eV,3.6
35467,80745,Os3Bi2.93O11,201,P20072585-5,energy gap,eV,4.6
35468,80748,Dy[CrO4],88,P20072589-6,energy gap,eV,4.5
35469,80749,K3Cu4S4,55,P20072590-6,energy gap,eV,3.9
35470,80750,K2SnS3,2,P20072592-6,energy gap,eV,4.7
35471,80752,Ba0.14Sr0.86[VO]Si2O6,63,P20072596-6,energy gap,eV,4.5
35472,80753,Na1.25Ca0.11Zn0.96Ti1.25Nb1.66Mn0.19[Si2O7]2O1.07[OH]2.1F0.83[H2O]4.64,2,P20072597-6,energy gap,eV,4.6
35473,80754,Ba2Ag0.5Ga0.5S3,62,P20072598-6,energy gap,eV,4.1
