,phase,predicted bg eV,true bg eV
30735,B C Lu Si,4.058988365115656,3.2
29916,Ho O Si Sr,4.5114881327380765,4.9
15061,La Mn Nd O Sr,4.074150197977342,3.5
15725,Nd O Si V,4.51498981838962,5.3
1365,La O Y,4.5120876897646145,6.0
2961,Fe O Sc,4.505358694942094,4.6
23800,Ga La Mg O,4.070952364673849,3.9
2194,Al Nb Ni,4.058988365115656,3.1
33947,C Cs F O,5.126823544396498,7.0
19467,Ce Cr Se Zn,4.527973359357233,3.6
25877,C Cl H N Pd,5.159701006295717,4.7
33409,Ba Dy O Pt Zn,4.527973359357233,4.4
59,Al Cs Mo O Zr,4.0831358795283625,4.7
28496,H Ni Sn Zr,4.065717359938177,4.3
15889,Cu O S Te Yb,4.537413771313109,5.3
3735,Al Co Zr,4.058988365115656,4.1
18606,B H N O P Ti,4.55660117805618,5.1
23808,Mn Sn Te Tl,4.800213194808578,5.9
6489,Ag Pr S,4.527973359357233,4.9
8546,Cu Sb Y,4.058988365115656,4.8
16467,Fe Na O Si,4.527973359357233,4.2
3595,Cr Fe S,4.527973359357233,4.6
4180,Ga La Ni,4.062519526634685,4.9
13980,H Mo N Ni O,4.522350470486193,5.3
7769,O Sb Ti Y,4.065717359938177,4.6
11488,H O Sr,4.5120876897646145,4.3
23881,Ag Cl Se Te,5.30002427495201,3.8
18426,Cs Ge H K Nb O W,4.534461084299648,3.2
4998,Al Ca Mg O Si,4.070952364673849,5.2
38585,Cs K Pb,4.522350470486193,3.9
38237,Ba C Cd H N O S,4.074150197977342,4.5
15573,Ce La Ru Sn,4.069248521457205,3.7
32840,Ca Cu O Pt,4.527973359357233,5.1
3390,In Mg,4.062215674286633,5.0
39656,Al Fe O Sm Sr,4.527973359357233,3.9
24815,Cu Mn O Sb,4.527973359357233,4.6
9951,Cs P S,4.534461084299648,4.7
17607,C Cl N Sr,5.5939722565040935,5.5
21625,Ba F Ga Ge Mg O Si,4.826204870286934,3.7
32676,K Li O V,4.527973359357233,4.8
5902,Cu Eu O Sr Tl,4.527973359357233,3.5
24512,Mo Na O P Y,4.527973359357233,5.3
20488,C Cl H O Zr,5.120702712888002,5.8
4634,Cs In Mo O,4.074150197977342,5.3
28453,As Be H Na O,4.527973359357233,4.8
4348,As Cr Se,4.527973359357233,4.5
38731,As Ba Fe Sn,4.077930350660176,2.6
5224,B Lu Rh,4.058988365115656,3.0
40206,Cu Hg La O Sr,4.06742120315482,5.5
5915,Cd Mo O Sr,4.527973359357233,4.9
34341,Ge Na P Sn,4.522350470486193,5.0
11963,Ca O Sb Sr,4.537413771313109,4.9
6448,O Pb Sr W,4.065717359938177,4.7
25115,Bi Cr H N O,4.527973359357233,5.0
23363,Eu O P Y,4.537413771313109,4.9
27190,Ca Dy O Ru,4.527973359357233,4.7
39287,Er O Pb,4.537413771313109,3.1
22942,Cl F K Sb,5.400282538055075,5.9
20845,Ba Cu Dy Ni O,4.065717359938177,3.2
38954,C La N O Si,4.526994101303023,4.5
37760,Ge Na Sr,4.065746835805662,4.2
30801,B Ca Fe Li O,4.062519526634685,5.0
33072,As Ba Na Sn,4.077930350660176,4.6
22700,Au Dy Sn,4.058988365115656,4.4
30615,B Mg Mn,4.058988365115656,3.7
16179,Mn O Pr Sr Y,4.505358694942094,4.6
9948,Ge Na Te,4.793725469866164,6.0
14173,K P S V,4.534461084299648,4.9
22950,Fe La Sn Zn,4.062519526634685,2.9
9640,Ba Fe Nb S,4.074150197977342,4.9
18109,B Br Fe O Zn,5.040518321889319,4.5
17798,I O Ta Te,5.280785061097941,2.4
31773,Au O Sr,4.505358694942094,5.0
17097,F Li O Si Sr,4.926306601988651,4.9
39915,As Cl Pr S,5.282379287812984,5.1
3763,N Nb U,4.065717359938177,3.5
13282,Dy H K Na O W,4.534229944411796,5.7
14440,Ga Mo S,4.527973359357233,4.0
36081,Ge K O Pb,4.527973359357233,4.9
19138,Mn O Pb Ti,4.537413771313109,4.4
31704,Ba In O P,4.527973359357233,4.6
18108,Ba Br Eu I,5.289750258050873,5.8
24330,Fe Li O Zr,4.527973359357233,4.4
7632,Cr H O S,4.562311629645546,5.3
40151,Ca Eu O Zr,4.527973359357233,4.8
26788,Ba Na O Ru Ta,4.527973359357233,4.2
27146,Ag Cl,5.683764199993599,4.6
33545,Br Li Mg,5.892384243105512,6.1
4337,C Dy Ni,4.058988365115656,3.8
24293,Cu Ge O Yb,4.534461084299648,4.1
27113,K O Pr Si,4.5120876897646145,5.0
19193,As Fe H N O,4.527973359357233,3.7
10895,Hf I,5.683764199993599,5.5
1481,Al Er O,4.527973359357233,4.3
27550,Li O Rb Si Ti,4.508586004113071,4.6
29091,Ca F O P V,5.099959918376167,4.1
4156,Ag S Ta,4.489644018568552,4.1
32617,Al Na Nb O,4.070952364673849,4.1
25752,F H K O Te,5.237708920469268,5.6
31383,As La O,4.527973359357233,4.8
28633,Na P S Yb,4.534461084299648,5.3
9440,K Pt Se,4.527973359357233,5.7
31494,Bi Mn O Ti Zn,4.527973359357233,4.6
38937,N O Se Tb,4.537413771313109,4.8
6000,Cu Dy O Sr,4.527973359357233,3.6
24342,Ca Cd Ga,4.065717359938177,3.7
34249,Cs Na O Pb,4.527973359357233,4.4
26792,La Ni O Zn,4.527973359357233,4.1
3095,B Nd Re,4.058988365115656,3.3
15105,Be Cl H N O,5.120702712888002,4.9
37596,Bi Cl H O,5.282379287812984,5.1
20714,Al H K N O Si,4.536834847924909,5.2
5859,Na P W,4.065717359938177,4.2
8269,As Na Nd O,4.074179673844825,5.5
6056,F Sc Tb,5.871978928560059,5.8
35995,Ba N Pb,4.528838195428608,4.0
945,Ag Se,4.489644018568552,4.1
26561,Cl Co Mg O Te,4.785868930261066,4.8
20519,C Ru,4.058988365115656,3.5
30638,Cl O Pu Rb,5.523586938903402,5.8
15450,C H Ir N Ni O,4.536834847924909,4.5
33451,Cl Ga Nb,5.754238987335865,5.4
24880,Al Be H Na O Si,4.527973359357233,4.2
6457,K La O,4.527973359357233,5.3
34023,Ca Fe H Na O Sb,4.527973359357233,4.1
40356,H K O Te Tl,4.527973359357233,5.3
35370,Ru Si Tm,4.058988365115656,2.4
4651,Ca O Sn,4.51498981838962,4.3
30709,O Te V Y,4.5930734732609615,5.2
2227,B O Th,4.505358694942094,4.3
4891,Fe O Sb,4.537413771313109,5.0
9627,Nd S Y,4.496373013391072,3.8
16457,Cr Nd O S,4.527973359357233,4.5
18174,C Os Sc,4.058988365115656,3.4
5496,Cr In Ni S,4.06742120315482,4.7
13683,Nb P Rb S,4.06742120315482,5.0
21043,Gd Ni Sb Sn,4.522350470486193,4.1
37621,Br Cs Re S,5.670310514943224,4.8
12609,Ni Sb Ti,4.058988365115656,2.8
29380,As Gd Se,4.527973359357233,4.6
2578,Al Br K,5.709061374311116,6.1
24428,N O P Th,4.537413771313109,4.5
16363,C Cl H Na O,5.120702712888002,5.0
4026,Bi Pb Pt,4.065717359938177,4.2
15846,Co Na O,4.527973359357233,4.8
25354,Al Cl Li Na O Si,4.8943497041805735,3.2
31473,Co H K O P Tm W,4.536834847924909,3.7
21041,Ni Sb Sn Tb,4.058988365115656,3.9
21274,Fe Mg Mo O Sr,4.06742120315482,4.9
29311,Ba Cu Nb O Pr Sr,4.074150197977342,3.9
16237,F K O P V,5.169627995264096,4.6
34479,N O W Y Zr,4.5120876897646145,3.1
27676,Al Ca H K Na O S Si,4.527973359357233,4.2
32083,Fe Li N Sr,4.522350470486193,4.2
39211,Co Hf Te,4.793725469866164,5.1
14271,Bi Ir Se,4.527973359357233,3.9
3922,Al Fe Ru,4.058988365115656,2.7
31578,As Ge Re,4.062215674286633,4.0
11635,Ce Dy S,4.527973359357233,4.6
25781,I La Sn,5.8403252688456,4.9
28277,Mg Na Nd O V,4.074179673844825,4.2
31313,H Na O Pr Si,4.527973359357233,5.2
6490,Ag Ce S,4.527973359357233,5.1
31958,Er F Li O S,4.975291506062292,5.5
16254,C Fe H K N O Y,4.527973359357233,4.3
22501,As Fe H O Sb,4.527973359357233,5.1
38110,B H O P Rb Sc,4.562311629645546,5.2
3458,Pb Th,4.062215674286633,4.6
3046,Al Dy Gd,4.058988365115656,3.2
21691,Bi Co Dy,4.065717359938177,3.7
4563,B O P Zn,4.537413771313109,4.4
1138,Ce Ge Sn,4.065717359938177,4.4
11470,As O Rb Zr,4.508586004113071,4.4
23835,B Co H Li O,4.527973359357233,4.9
4896,Cs Mn Mo O,4.074150197977342,3.7
21653,Cr Nb Sb,4.522350470486193,4.1
26345,Ba Ir La O Ru,4.074150197977342,3.9
27415,B Ca H Li O,4.527973359357233,4.7
22518,C F N,5.661775524098574,5.9
35389,Ca Cu La Na O Sr,4.065717359938177,4.2
16373,B Cs Nb O,4.0831358795283625,4.9
26823,Ag La Nb O,4.070952364673849,4.4
3637,Cu Mn Nd,4.058988365115656,3.9
3,Al Ni,4.058988365115656,2.9
33135,Ba Eu O Pt Zn,4.527973359357233,4.5
152,Dy Pt,4.062215674286633,3.8
4724,Cu Ge Ho S,4.06742120315482,4.4
5781,Ge Rh S,4.527973359357233,4.4
19753,Cs H Mg Mo O,4.526731400687629,4.8
4597,Bi Mo O Tl,4.527973359357233,5.1
17137,Cr Cu La O Sr Tl,4.06742120315482,4.3
33080,Br Cs N Nb Pr,5.179842711802402,5.1
1132,Ce Cu Pb,4.522350470486193,4.3
356,B Nb,4.058988365115656,3.6
18922,Au Ge Yb,4.058988365115656,3.7
9523,Bi Nb S,4.527973359357233,3.5
33376,As F Rb,5.699002338533921,5.5
29571,Ag F Mo O,5.282379287812984,4.4
23178,Dy Ge Tb,4.062215674286633,3.2
20185,Ga Mg Mn,4.058988365115656,4.1
32082,K Li Si,4.065717359938177,4.4
5280,Hf Rh Sb,4.522350470486193,3.7
1860,Bi Ir O,4.527973359357233,5.3
9735,S Sb U,4.062215674286633,5.1
23526,Ge Li Rb,4.062215674286633,5.4
6546,Er Nb O Sm,4.527973359357233,4.8
16619,As Ca Mg Na O,4.065746835805662,4.7
23251,O Pb Se V,4.534461084299648,5.2
18701,O Ru Sr Zn,4.065717359938177,5.6
24380,Ge In O Sr,4.527973359357233,5.1
4133,Bi In S,4.527973359357233,5.0
19637,Ge Mn O S Sr,4.527973359357233,4.2
30885,As Cu Nd Zn,4.062215674286633,4.2
31683,Fe K Li Na O Si Ti,4.0747030414892,5.1
6037,Co Nd S,4.527973359357233,4.2
16976,B O Sm Sr Y Zn,4.505358694942094,4.6
3085,Ba Cu Ge,4.065717359938177,4.5
22359,Cu In U,4.058988365115656,2.9
37741,Cu H K Na O Si W,4.534229944411796,4.3
11802,Co Fe Te,4.793725469866164,5.7
22770,Cu Ga La S,4.06742120315482,3.5
13511,Cs I La Ru,5.348972523089205,5.9
18753,Ga O Zn,4.505358694942094,4.7
31492,B Ba H,4.527973359357233,4.8
21994,Ca Co La O Pr,4.074150197977342,3.6
1896,C Gd Ni,4.058988365115656,3.3
33502,Cu K Mo O Rb,4.0831358795283625,4.7
2158,K O P,4.537413771313109,5.1
31809,Au I Li,5.6654617973488595,5.2
22671,C N Na O,4.0831358795283625,4.9
24556,Cl H N O Ru S,5.322003480480381,5.9
27003,Gd Li O,4.527973359357233,4.8
40109,Hf Ru Sn,4.062215674286633,2.7
17094,H Na O Ti,4.527973359357233,5.0
1147,Ce Si Sn,4.065717359938177,4.7
6794,Cr O P Sr Tl,4.537413771313109,4.2
6511,H Ho O Se,4.527973359357233,5.3
12103,Cd Fe Ge O,4.070648512325796,4.5
14430,Ni P Rh,4.058988365115656,3.6
39017,Al La Nd Ni,4.062519526634685,3.1
10434,Ca Pb Pd,4.065717359938177,4.6
22640,Bi K La O Ta,4.089864874350884,4.6
12836,B C La Pd Th,4.058988365115656,3.3
31852,Br H Hg O Ta,5.241518624010446,4.8
28823,Cd H Na O Se,4.536834847924909,4.7
3059,Al Gd Lu,4.058988365115656,3.7
10332,Au Ce In,4.058988365115656,4.8
9112,Fe Li O Ta,4.527973359357233,4.6
38305,Al Sb Y,4.058988365115656,3.8
21469,B Ga Ni,4.058988365115656,2.7
2418,Br S Tl,5.68180179674897,5.5
5695,Au Cd In Sn,4.058988365115656,2.9
36656,Au Ga Y,4.058988365115656,4.3
18009,Ba O Sn Ti,4.51498981838962,4.0
37823,Cu K Li O Zr,4.0831358795283625,4.0
29198,Al Ho N O Si Sr,4.526994101303023,4.8
34149,K Se Tl,4.499275142016078,4.8
39974,Cr Fe La O Sr Ti,4.06742120315482,3.9
22401,Ca Mn O P,4.527973359357233,5.1
26657,C O Re,4.505358694942094,4.9
19215,Al Mg N Sr,4.522350470486193,3.7
23280,Ba Bi Fe Mn O,4.494971223569024,3.7
19089,Al Br H O,5.282379287812984,5.0
40273,Fe Na O P S Zr,4.527973359357233,4.8
22105,Al Au Sr,4.058988365115656,3.7
13941,C Cd Cl H N S,5.126823544396498,5.2
26930,Bi Ca Cl Cu O,5.126823544396498,4.5
18999,C Cs Cu N S Sr,4.0747030414892,4.6
8393,Ge Mn Ta,4.062215674286633,4.0
1624,Cl Cs Hg,5.657435394437391,6.4
39901,Ba F La Na,5.602198165048485,5.2
27174,Cu S Sc Sn,4.489644018568552,3.3
9660,Er Hf S,4.527973359357233,3.9
26383,Ba Ge H Mn O Se,4.534461084299648,5.1
29524,Mg Mo O W,4.527973359357233,5.3
13147,Na O Se Yb,4.537413771313109,5.2
36401,F H K Na O W,5.11504291158028,4.7
18954,Al Mn Na O,4.06742120315482,3.0
32177,Cu K P,4.522350470486193,4.2
33932,Ni O Ta U,4.505358694942094,4.4
10297,Co Eu Si,4.062519526634685,3.4
16691,Nb O Pb Ti Zn,4.537413771313109,4.8
35087,Fe O Sc Zn,4.505358694942094,4.3
2673,La Mg Zn,4.065717359938177,3.8
10676,Cr Ge V,4.058988365115656,3.5
24714,F Mn O Ta V,4.922595025248132,4.9
13755,Ba H I O Re,5.113320634225607,4.2
38891,Ho Ni Sn Zr,4.062215674286633,3.5
30529,C F Lu Na O,4.982053861897558,4.9
15841,Gd Ge Mn Pr,4.062215674286633,3.5
9169,O Th,4.065717359938177,5.3
25450,Ag Ce H N O,4.527973359357233,4.9
766,Ce Ru Si,4.065717359938177,4.2
7016,K Mo O Y,4.527973359357233,4.6
36652,K Li Mn Na Nb O Ta,4.065717359938177,4.6
29570,Ce O Pb Ti,4.537413771313109,4.4
35185,Ag Lu O W,4.527973359357233,4.2
24587,Ga Mn O Y,4.527973359357233,4.5
1850,Ba Cl Gd,5.679749442122709,6.0
19416,B Eu H,4.527973359357233,4.8
12733,Li O Te Y,4.803165881822041,4.2
27018,I K O V,5.593632443845025,5.8
7631,Br Cs Mo O,5.670310514943224,5.6
29573,C Fe La Sn,4.058988365115656,4.0
38257,H I K Na O Pd,4.905490210789688,5.8
39429,O P V Y,4.065717359938177,4.7
39098,Be Dy Ge,4.058988365115656,4.4
21989,Ba Co Gd Nd O,4.065717359938177,3.8
4415,Ni Tm,4.058988365115656,3.1
31246,Al B F O Rb,5.126823544396498,4.4
32732,Ce Cl H O Ta,5.118478460533275,4.6
18193,C Eu H O P,4.527973359357233,5.3
16534,Ba Cu Ho O Pt,4.074150197977342,5.1
29630,As F H N S,5.120702712888002,6.5
27582,B Ca O Rb,4.527973359357233,4.2
10922,Fe K Se,4.527973359357233,5.3
33039,Mn Nd O Si,4.527973359357233,4.4
20898,K Nd O S,4.527973359357233,4.6
33158,Br S Si Sm,5.291194625052301,4.9
37981,C K Mn N O,4.0747030414892,4.3
17756,Ni Sb Sn Yb,4.058988365115656,3.3
14198,As H K O Sc,4.536834847924909,4.2
34607,Cs Ge O S,4.534461084299648,5.2
12966,Gd Pt Si,4.062215674286633,3.8
14411,Fe Ni Tb,4.058988365115656,3.3
19424,Ba Ca Li Mo O Tm,4.069248521457205,3.3
39923,Ag Cs Te U,4.793725469866164,4.7
1013,Al Pr Si,4.058988365115656,5.0
2888,B Lu V,4.058988365115656,3.5
27523,Ba Ca Cu Hg Nb O,4.069248521457205,3.8
21285,Mn O Pb S,4.537413771313109,5.1
35401,I O Tl U,5.297186042626066,4.7
31470,Cl Fe Hg S,5.209456951897199,5.6
18925,Mg O Pr Ru Sr,4.508586004113071,4.4
40465,Li Na S,4.527973359357233,4.6
10586,Fe H Ti Y,4.534229944411796,3.6
32801,Br Fe Th,5.8312915039139375,6.2
22968,Ba P Rb S,4.074150197977342,3.5
22274,Ba Fe Ho O,4.074150197977342,5.0
13605,Al Au Sm,4.058988365115656,3.4
10171,Ho In Zn,4.062215674286633,4.0
37879,Cl Cr F K,5.34619170340982,5.6
21234,Mg Pr Si,4.062215674286633,4.3
16899,Hf O Si Zr,4.5114881327380765,4.5
12040,La Na O Pb Te,4.527973359357233,5.2
16865,Cr F Ni O Y,4.975291506062292,4.2
27850,Ca F Mn Na Nb O Si Ta,4.826204870286934,3.9
24461,F H In N O,5.256339433364798,6.0
21536,La Lu O,4.527973359357233,4.3
4900,Ca Cs O V,4.527973359357233,4.8
12266,La Ni O Zr,4.527973359357233,3.7
32344,I N Ti,5.674678837975375,5.0
40461,Cl Fe H N S,4.901393003481544,5.6
5233,As Pd Pr,4.062215674286633,4.1
2621,Cl Co Na,5.8312915039139375,6.5
36872,Ce Nb O Y,4.527973359357233,3.1
3420,Li Pt,4.062215674286633,3.9
13857,Cl Cu H N O Se,4.9073749517058225,4.6
9762,Al Hf Pt,4.058988365115656,3.6
31644,Ba Cu Sb Se,4.526994101303023,4.3
32571,Cl N S Ti,5.289867462477266,5.7
28061,C Ca Cl H O P,5.126823544396498,4.1
30001,Er H Mo O Se,4.536834847924909,5.0
35653,C Hg N Se,4.526994101303023,4.5
17722,Ba Ca O Os,4.527973359357233,3.8
24618,Ba Nb O Si,4.527973359357233,4.6
4427,In Na Te,4.793725469866164,6.2
18403,C H N O Rh S,4.55660117805618,4.7
31445,C Cu F H N,5.126823544396498,5.6
39408,Br Cs Dy Na,5.849460766518542,6.6
24643,Al Gd Nd O Sc,4.06742120315482,4.6
39255,Ba Er In Te,4.074150197977342,3.9
10437,Er Li Se,4.527973359357233,4.5
8553,Fe O Pb Te,4.537413771313109,5.0
6541,Cu Gd S Si,4.527973359357233,4.3
39784,Ba Fe Mg Nb O,4.065717359938177,3.6
17563,Cl Cu Er O Te,4.846571171874356,5.4
28775,Ce H La Nd O Pr Ti,4.534229944411796,4.6
8531,Cs Ho O P,4.527973359357233,5.1
20291,Cd Eu Ge K,4.065746835805662,4.0
38314,Er Tb Te,4.793725469866164,4.3
18746,Ca Cl H O P,5.113940357052736,2.7
14082,Al B O P,4.527973359357233,4.9
21081,Ga H O W,4.552208182408266,5.3
975,Al Ca Ga,4.062519526634685,4.9
35512,B Mg Rh Ti,4.058988365115656,3.6
20044,Ce Co Cu O Sr Y,4.074150197977342,4.3
22182,Bi Er Pt,4.065717359938177,3.8
2950,Cu Ni Ta,4.058988365115656,3.2
8629,Bi Ca Cu O Sr Y,4.07768135949637,4.6
13469,Cl H Mo N O,5.237787512069316,5.7
29770,H In K O Te,4.074150197977342,5.6
15647,Al Ca O Sb Si,4.527973359357233,4.7
13145,Ho Na O Se,4.527973359357233,5.0
35333,K O S Si,4.537413771313109,4.1
24897,Cs La O S,4.527973359357233,4.7
15845,Co H Mn Na O,4.534229944411796,4.1
4307,Fe Sb Te,4.800213194808578,4.6
26066,Ge H I N O,5.113320634225607,5.4
13560,C Co Cu K N,4.058988365115656,3.4
14707,Nb Os Se,4.527973359357233,4.8
23760,Ba Lu O W,4.527973359357233,3.8
40467,Cl Ga N S,5.323984856446938,5.5
39298,B Bi Ni O P,4.492031435968837,4.9
8214,Ca Mo O Sm,4.527973359357233,4.9
35672,Dy Sb U,4.062215674286633,4.7
2618,C H S,4.549503328097888,4.4
35650,Cl Cu Na O P,4.8622727773020475,3.9
6962,Ca Ge S,4.534461084299648,4.6
29328,Bi Ca Cu Hg Nd O Sr,4.069248521457205,4.0
8737,Cu Eu O Y,4.527973359357233,4.3
17742,Ba Ca Cu Hg O Pb,4.069248521457205,3.9
36670,Al Er O Sr,4.527973359357233,4.6
34990,Na O Sn Ta,4.51498981838962,3.8
6860,K Mn O Sr,4.527973359357233,4.5
3613,Cr Sn Te,4.800213194808578,4.9
3577,Co Ni Sb,4.522350470486193,3.5
26915,Cs Nb O Te Tl,4.527973359357233,4.0
13344,Cl In Ti,5.754238987335865,5.3
16455,Nb O P Ti,4.537413771313109,4.8
36411,Er F Zr,5.65880394227193,5.6
30197,Au Tb Te,4.793725469866164,3.2
12038,La Na O Sr Te,4.527973359357233,3.8
18217,Ga Mo O Te,4.527973359357233,5.5
18969,Ba La Na Nb O,4.069248521457205,4.8
30672,Fe Se Si,4.492546147193558,3.5
35120,Li O Tb Y,4.508586004113071,4.7
11179,Al O Sb Sn,4.537413771313109,5.2
27183,Nb Sb U,4.058988365115656,4.5
9045,B C Er,4.058988365115656,3.8
31925,Ba Ge Mn,4.065717359938177,3.6
7138,Ba Nb O Ti Y,4.527973359357233,5.3
6068,Ba Ca O V,4.527973359357233,4.5
8248,Fe Mg Na O S,4.06742120315482,5.0
26817,Cl Cr O Sr,5.210465679282026,4.7
8736,Cu Gd O Pr,4.527973359357233,3.0
34485,Li O Ti Y,4.508586004113071,4.5
18239,Co Ga La Mg O Sr,4.058988365115656,4.1
4454,La Mg Y,4.065717359938177,4.7
23793,Cu Nb Se Tl,4.527973359357233,4.1
11674,Ce Ge Mn S,4.074150197977342,3.9
38224,Eu H Na O Ti,4.536834847924909,3.7
4855,Ga La O Se,4.527973359357233,4.7
900,Mn O Sr,4.505358694942094,4.4
24816,Cu Ga O Sb,4.527973359357233,4.8
35192,Al Ca Cl Mg O Si,5.126823544396498,5.7
4144,B Co La,4.058988365115656,3.2
32048,Bi Ca Pd,4.069248521457205,4.4
8160,In Ni O Sb,4.527973359357233,4.7
31953,Ba Br O Pr,5.582554356358536,6.0
22366,Co Ni Tm,4.058988365115656,3.6
8252,Se U V,4.062215674286633,4.5
17929,Cd Cs Tb Te,4.08636318869934,4.5
13853,C H K N O Pr Ru,4.536834847924909,4.3
33345,Bi Rb Sb,4.522350470486193,3.4
22334,B Er Fe Si,4.058988365115656,2.9
34562,Ca Cl W,5.665110337842743,5.5
17842,Al Ba H O P,4.527973359357233,4.9
25668,B Cl Hf,5.668862978049122,5.5
40037,Ce La Sb,4.522350470486193,3.8
32741,B Ni O Sc,4.527973359357233,4.2
36370,Dy Ho N,4.522350470486193,4.7
21251,Ca Mn Nd O Sr,4.074150197977342,4.0
33769,Br In Yb,5.753619137425877,5.7
2849,P Se Sn,4.495773456364534,5.1
28619,F Gd K Tb,5.365647914765811,6.0
30368,C Co H N S,4.527973359357233,4.5
25359,O Pb Sn Sr,4.065717359938177,5.3
8304,Ba Gd Nb O,4.074150197977342,4.6
24350,Ca Ce F H O Si,5.126823544396498,4.1
20229,Ca H Mn O Si,4.536834847924909,3.6
21287,Cr Fe Li O P,4.06742120315482,5.3
36984,O P Ru W,4.065717359938177,5.2
40340,Ga Pr S Tb,4.527973359357233,4.2
19775,Al H Mg Na O Si,4.534229944411796,4.8
22870,Bi Ce N,4.522350470486193,4.4
9427,Al Li Rh,4.058988365115656,4.1
8881,Fe Nd O V,4.527973359357233,3.9
3393,In Th,4.062215674286633,4.4
23650,Bi Ca Fe O V Y,4.07768135949637,3.5
24631,Cs F Fe Ni,5.3461042463711275,5.6
4984,C F H O S,5.120702712888002,5.8
27693,Cu O Tm,4.505358694942094,3.6
12082,K La Nb O W,4.07768135949637,3.8
36841,Ce Gd Ni,4.065717359938177,3.3
6338,Li O Pr W,4.508586004113071,4.9
32239,Bi Ho I O,5.126823544396498,5.2
33368,Na Se Zr,4.496373013391072,5.0
3602,Cr Ge Sc,4.058988365115656,6.1
12482,Cr Er O Sb,4.527973359357233,3.7
5602,Cd Cu Sr,4.062215674286633,4.1
22946,Al Li Mg Mn O,4.058988365115656,4.1
4890,B Bi O Sr,4.537413771313109,4.4
38969,Cl H I K Mo Nb O,5.1350871710911,5.2
14276,Pd Sb Se,4.534461084299648,4.1
4416,C Ni Yb,4.058988365115656,3.0
6859,Cr K O Sr,4.527973359357233,4.9
6784,N O Si Sm,4.51498981838962,4.1
13977,As Ba H O V,4.527973359357233,4.6
6059,O Rb Sb Te,4.526994101303023,5.2
6132,Eu O Sb,4.537413771313109,5.0
12183,Fe Ge Ni O,4.06742120315482,4.4
33771,I K Sr,5.995646453133852,6.3
2045,As Co O,4.527973359357233,4.9
21708,Fe Mo N Nd Y,4.522350470486193,2.9
16732,Ba Fe O Ru,4.527973359357233,4.3
10855,Ca S Si,4.499275142016078,4.6
27528,Ba Eu K O P,4.07768135949637,4.1
17817,Co O Pt,4.505358694942094,4.0
4957,In Sb Se Te,4.534461084299648,5.0
847,Si Tm,4.058988365115656,3.6
11095,B Ce Li O,4.06742120315482,4.6
18614,Ag La Mg,4.062519526634685,4.3
5768,Cs Eu N,4.522350470486193,4.6
15514,Mg O P Th,4.537413771313109,4.5
17998,Bi Nb O W,4.527973359357233,4.7
36494,Al Ir Ni,4.058988365115656,2.6
25186,Pr Pt Sb,4.522350470486193,4.0
14893,Cs Cu Se Th,4.527973359357233,4.3
12389,Fe Ga Lu O,4.06742120315482,4.4
38549,O Pb Ti W Zn,4.065717359938177,4.5
40474,Ca O Sr U,4.5120876897646145,4.7
14413,Ba Ca Cu O Pb Sr Tl,4.07768135949637,2.7
27315,Cs H O Ta W,4.552208182408266,4.7
29610,Ni O Te V,4.803165881822041,4.9
4091,B Re Sm,4.058988365115656,3.6
7793,Ba O Se,4.537413771313109,5.1
3751,Mn Si Y,4.058988365115656,4.9
26162,Cu Na S V,4.527973359357233,4.4
32828,Ag Br O Pb,5.3177945998091865,5.4
28494,Fe Ga H Zr,4.527973359357233,4.1
2483,Cl Nd Rb,5.931820871940605,6.4
4688,Al F Li Na,5.602198165048485,5.7
1865,Br Cd P,5.436147048536852,5.0
5017,Ba Ca Ge O Si,4.07768135949637,4.7
12667,Ca Cu Gd O Pb Sr,4.074150197977342,3.5
33437,Ba O Pt Yb Zn,4.5120876897646145,4.2
3598,Cr Ga Nb,4.058988365115656,3.6
430,K Sn,4.065717359938177,4.9
29935,La Mn Na O Ta,4.074150197977342,3.4
37614,Ca F O Sb,5.292653304714121,4.6
31537,I La Nd O,5.310584472968404,5.6
13343,O S Si Yb,4.499275142016078,4.4
9373,Ba Cd Pb,4.522350470486193,3.7
28415,Cr Gd Ge Ti,4.058988365115656,4.2
28405,Ce La Nd Ni,4.069248521457205,3.4
27793,H O P Sr Zn,4.537413771313109,5.2
19764,Ge Ni O U,4.527973359357233,3.2
17313,O Pt Sr,4.065717359938177,4.6
14053,Cr O Sc Sr,4.505358694942094,4.0
1162,Cl Er Na,5.8312915039139375,5.7
21728,Cr H O Yb,4.559706726132433,4.6
6972,Ba Ge O Rb Sn Ta,4.534461084299648,4.7
9824,Fe Mo S Zn,4.527973359357233,4.0
2625,Cl Na Ta,5.944581785865909,6.4
23561,Dy S Sc,4.492871327739529,4.1
9332,Ge Nd Pt,4.062215674286633,3.3
16160,Ca La O Sr Ti,4.527973359357233,3.5
30979,La O S Te,4.537413771313109,5.1
35924,Mg Tl Y,4.062215674286633,3.6
28652,Ba Cd H O P,4.527973359357233,5.2
15485,K Np O P,4.527973359357233,4.9
24722,O Te Ti Tl,4.5930734732609615,4.9
21781,Al Gd Ir,4.058988365115656,3.7
17745,B Co Si Sm,4.058988365115656,3.1
26107,La N O Rb,4.534461084299648,5.2
32250,Cs N W,4.081432036311719,4.4
13534,Cs Pd Tl,4.065717359938177,4.2
9782,Fe Mn Se U,4.527973359357233,4.1
15817,Ge Hf Ho,4.062215674286633,3.5
38757,H Na Ni O,4.07768135949637,4.5
